ea_id,futbin_id,card_name,short_name,long_name,player_positions,overall,club_name,league_name,league_level,nationality,pace,shooting,passing,dribbling,defending,physic
258942,20287,Popescu,O. Popescu,Octavian George Popescu,"LW, RW",70,FCSB (Steaua),Romanian Liga I,1,Romania,82,63,65,76,35,53
259047,20296,Polidar,M. Polidar,Matěj Polidar,"LB, LM",70,AC Sparta Praha,Czech Republic Gambrinus Liga,1,Czech Republic,78,62,64,70,64,68
259681,13859,Rodri,Rodri,Rodrigo Sánchez Rodríguez,"LM, CAM, CM",70,Real Betis Balompié,Spain Primera Division,1,Spain,73,65,65,73,37,53
259868,13892,Sarr,P. Sarr,Pape Matar Sarr,"CM, CDM",70,FC Metz,French Ligue 1,1,Senegal,67,63,68,71,65,58
259962,13903,Del Prete,G. Del Prete,Gustavo Javier Del Prete,"ST, CF",70,Estudiantes de La Plata,Argentina Primera División,1,Argentina,66,71,50,69,27,56
260407,14031,Wahi,E. Wahi,Sepe Elye Wahi,"ST, LM",70,Montpellier Hérault SC,French Ligue 1,1,France,84,68,60,75,30,64
262430,20858,Kiko Bondoso,Kiko Bondoso,Francisco Ribeiro Tomé,"RW, LW, LM",70,FC Vizela,Portuguese Liga ZON SAGRES,1,Portugal,77,67,64,74,33,52
18115,1071,Rúben Fernandes,Rúben Fernandes,Rúben Miguel Marques dos Santos Fernandes,CB,69,Gil Vicente FC,Portuguese Liga ZON SAGRES,1,Portugal,57,51,56,56,70,71
48745,1080,Coloccini,F. Coloccini,Fabricio Coloccini,CB,69,Club Atlético Aldosivi,Argentina Primera División,1,Argentina,32,54,59,59,71,64
49674,1083,Igor de Camargo,Igor de Camargo,Igor Alberto Rinck de Camargo,ST,69,KV Mechelen,Belgian Jupiler Pro League,1,Belgium,38,71,61,64,44,76
108061,1098,Ziegler,R. Ziegler,Reto Ziegler,CB,69,FC Lugano,Swiss Super League,1,Switzerland,47,63,71,65,70,70
115909,1104,Rubén Castro,Rubén Castro,Rubén Castro Martín,ST,69,FC Cartagena,Spanish Segunda División,2,Spain,70,70,61,72,29,61
139668,1129,Marchetti,F. Marchetti,Federico Marchetti,GK,69,Genoa,Italian Serie A,1,Italy,,,,,,
140498,1136,Marshall,D. Marshall,David Marshall,GK,69,Derby County,English League Championship,2,Scotland,,,,,,
142616,19503,De Olivera,J. De Olivera,Jorge Alberto De Olivera,GK,69,Platense,Argentina Primera División,1,Argentina,,,,,,
147846,1164,Constantin,M. Constantin,Marius Marcel Constantin,CB,69,Universitatea Craiova,Romanian Liga I,1,Romania,50,52,53,53,69,78
149064,17459,Molinaro,C. Molinaro,Cristian Molinaro,"LB, LM",69,Venezia FC,Italian Serie A,1,Italy,60,49,62,65,70,64
149309,1172,Rosati,A. Rosati,Antonio Rosati,GK,69,Fiorentina,Italian Serie A,1,Italy,,,,,,
152536,1188,Johnson,B. Johnson,Bradley Johnson,"CDM, CM",69,Blackburn Rovers,English League Championship,2,England,49,68,64,65,68,77
152814,1192,Bobô,Bobô,Deivson Rogério Da Silva,ST,69,Sydney FC,Australian Hyundai A-League,1,Brazil,52,71,63,66,29,71
153066,1201,Licht,L. Licht,Lucas Matías Licht,"LB, LWB, LM",69,Gimnasia y Esgrima La Plata,Argentina Primera División,1,Argentina,64,61,65,73,68,66
163619,1290,Hayes,J. Hayes,Jonathan Hayes,"LWB, LM, LB",69,Aberdeen,Scottish Premiership,1,Republic of Ireland,82,60,64,70,64,71
164470,1297,Pita,Pita,Carlos Pita González,"CDM, CB, CM",69,CD Lugo,Spanish Segunda División,2,Spain,35,70,69,61,69,69
164471,1298,Xisco,Xisco,Francisco Jiménez Tejada,ST,69,AD Alcorcón,Spanish Segunda División,2,Spain,32,73,52,62,33,80
164505,1300,Guzan,B. Guzan,Bradley Guzan,GK,69,Atlanta United,USA Major League Soccer,1,United States,,,,,,
164559,1302,Wondolowski,C. Wondolowski,Chris Elliott Wondolowski,ST,69,San Jose Earthquakes,USA Major League Soccer,1,United States,32,72,59,64,47,74
165735,1321,Jones,B. Jones,Bradley Scott Jones,GK,69,Perth Glory,Australian Hyundai A-League,1,Australia,,,,,,
167931,1346,Elliot,R. Elliot,Rob Elliot,GK,69,Watford,English Premier League,1,Republic of Ireland,,,,,,
171574,17480,Santamaría,Santamaría,Roberto Santamaría Ciprián,GK,69,SD Amorebieta,Spanish Segunda División,2,Spain,,,,,,
173040,1451,Bonnet,A. Bonnet,Alexandre Bonnet,"LM, CAM, ST",69,Le Havre AC,French Ligue 2,2,France,72,68,68,71,36,60
173130,1452,Scozzarella,M. Scozzarella,Matteo Scozzarella,"CM, CDM",69,AC Monza,Italian Serie B,2,Italy,78,61,73,72,57,60
173450,1462,Meredith,J. Meredith,James Meredith,"LB, LWB",69,Macarthur FC,Australian Hyundai A-League,1,Australia,76,44,61,63,65,75
173671,1472,McFadzean,K. McFadzean,Kyle John McFadzean,CB,69,Coventry City,English League Championship,2,England,34,37,48,48,68,78
176062,1500,Kljestan,S. Kljestan,Sacha Klještan,"CM, CAM",69,LA Galaxy,USA Major League Soccer,1,United States,47,65,73,66,55,68
176389,1512,Jung Sung Ryong,Jung Sung Ryong,정성룡 郑俊玄,GK,69,Kawasaki Frontale,Japanese J. League Division 1,1,Korea Republic,,,,,,
176841,1529,Jutkiewicz,L. Jutkiewicz,Lukas Jutkiewicz,ST,69,Birmingham City,English League Championship,2,England,53,67,57,63,40,82
177279,17492,Jenssen,R. Jenssen,Ruben Yttergård Jenssen,"CM, CDM",69,Tromsø IL,Norwegian Eliteserien,1,Norway,68,64,70,68,59,75
177571,1557,Derijck,T. Derijck,Timothy Derijck,CB,69,KV Kortrijk,Belgian Jupiler Pro League,1,Belgium,43,45,50,50,72,68
179731,1631,Cabrera,D. Cabrera,David Cabrera Pujol,"CDM, CM",69,Gallos Blancos de Querétaro,Mexican Liga MX,1,Mexico,63,61,71,67,62,69
179899,1640,Skúlason,A. Skúlason,Ari Freyr Skúlason,"LWB, LB, LM",69,IFK Norrköping,Swedish Allsvenskan,1,Iceland,63,60,68,66,65,66
180174,1646,Kopplin,B. Kopplin,Björn Kopplin,"LB, RB",69,Randers FC,Danish Superliga,1,Germany,79,56,60,66,63,73
180337,1652,Vanhamel,M. Vanhamel,Mike Vanhamel,GK,69,K Beerschot VA,Belgian Jupiler Pro League,1,Belgium,,,,,,
180409,1654,Gülselam,C. Gülselam,Ceyhun Gülselam,"CDM, CM",69,Altay SK,Turkish Süper Lig,1,Turkey,38,59,57,58,72,77
181971,1687,Huang Bowen,Huang Bowen,黄博文,"CDM, CM",69,Guangzhou FC,Chinese Super League,1,China PR,67,63,70,63,65,73
182091,1694,Barbarouses,K. Barbarouses,Kosta Barbarouses,"ST, RW",69,Sydney FC,Australian Hyundai A-League,1,New Zealand,85,69,62,73,32,71
183220,1752,Morávek,J. Morávek,Jan Morávek,"CM, CAM",69,FC Augsburg,German 1. Bundesliga,1,Czech Republic,37,69,73,72,55,56
183339,1760,Berget,J. Berget,Jo Inge Berget,RW,69,Malmö FF,Swedish Allsvenskan,1,Norway,76,69,66,67,59,76
183449,1771,Jacobson,J. Jacobson,Joseph Mark Jacobson,"CB, LB",69,Wycombe Wanderers,English League One,3,Wales,68,59,68,65,68,74
183453,1772,Oniangué,P. Oniangué,Prince Oniangué,"CDM, CM, CB",69,Stade Malherbe Caen,French Ligue 2,2,Congo,60,65,62,63,68,85
183475,1773,Grytebust,S. Grytebust,Sten Michael Grytebust,GK,69,Vejle Boldklub,Danish Superliga,1,Norway,,,,,,
183567,1787,Mulder,E. Mulder,Erwin Mulder,GK,69,SC Heerenveen,Holland Eredivisie,1,Netherlands,,,,,,
183578,1791,Gonther,S. Gonther,Sören Gonther,CB,69,FC Erzgebirge Aue,German 2. Bundesliga,2,Germany,60,33,45,41,71,69
183706,1800,Waghorn,M. Waghorn,Martyn Waghorn,"ST, RM",69,Coventry City,English League Championship,2,England,65,71,68,63,33,76
183743,1804,Blanco,A. Blanco,Alfonso Blanco Antúnez,GK,69,Club León,Mexican Liga MX,1,Mexico,,,,,,
183973,1819,Nestor,L. Nestor,Loïc Nestor,CB,69,Grenoble Foot 38,French Ligue 2,2,France,52,43,55,54,69,78
184084,1827,Dreyer,M. Dreyer,Matthieu Dreyer,GK,69,FC Lorient,French Ligue 1,1,France,,,,,,
184167,17510,Moris,A. Moris,Anthony Moris,GK,69,Royale Union Saint-Gilloise,Belgian Jupiler Pro League,1,Luxembourg,,,,,,
184338,1848,Bellusci,G. Bellusci,Giuseppe Bellusci,CB,69,AC Monza,Italian Serie B,2,Italy,54,49,58,61,70,72
184469,1855,Arter,H. Arter,Harry Nicholas Arter,"CDM, CM",69,Charlton Athletic,English League One,3,Republic of Ireland,59,69,68,67,65,70
184624,17516,Rhodes,J. Rhodes,Jordan Rhodes,ST,69,Huddersfield Town,English League Championship,2,Scotland,60,70,53,62,39,62
184781,1872,Petrić,D. Petrić,Denis Petrić,GK,69,FC Nantes,French Ligue 1,1,Serbia,,,,,,
184990,1887,Antoñito,Antoñito,Antonio Jesús Regal Angulo,"RB, RM, RWB",69,FC Cartagena,Spanish Segunda División,2,Spain,80,59,61,70,61,70
185260,17519,Kadah,D. Kadah,Deniz Kadah,"ST, CAM",69,Altay SK,Turkish Süper Lig,1,Turkey,52,70,67,70,31,73
185405,1908,Kuciak,D. Kuciak,Dušan Kuciak,GK,69,Lechia Gdańsk,Polish T-Mobile Ekstraklasa,1,Slovakia,,,,,,
186139,1923,James,M. James,Matty James,"CDM, CM",69,Bristol City,English League Championship,2,England,52,61,72,66,66,69
186267,1934,Hedenstad,V. Hedenstad,Vegar Eggen Hedenstad,"RB, LB",69,Fatih Karagümrük S.K.,Turkish Süper Lig,1,Norway,75,54,64,67,61,71
186452,1946,de Jong,S. de Jong,Siem Stefan de Jong,"CAM, CM, ST",69,SC Heerenveen,Holland Eredivisie,1,Netherlands,43,75,68,67,59,72
186562,1961,Magennis,J. Magennis,Josh Brendan David Magennis,ST,69,Hull City,English League Championship,2,Northern Ireland,70,67,57,62,50,84
186783,1979,Adomah,A. Adomah,Albert Danquah Adomah,"RM, LM",69,Queens Park Rangers,English League Championship,2,Ghana,73,66,65,70,53,63
186982,17525,Büttner,A. Büttner,Alexander Büttner,"LB, CDM",69,RKC Waalwijk,Holland Eredivisie,1,Netherlands,70,63,71,70,65,67
187013,1996,Alanís,O. Alanís,Oswaldo Alanís Pantoja,CB,69,San Jose Earthquakes,USA Major League Soccer,1,Mexico,38,50,64,60,70,72
187157,2010,Godden,M. Godden,Matt Godden,ST,69,Coventry City,English League Championship,2,England,60,70,52,66,31,66
188058,2042,Kravets,A. Kravets,Artem Kravets,"ST, CAM",69,İttifak Holding Konyaspor,Turkish Süper Lig,1,Ukraine,55,70,57,62,40,72
188168,2052,Friend,G. Friend,George Friend,"CB, LB, LWB",69,Birmingham City,English League Championship,2,England,55,55,61,67,70,71
188271,17533,Ayité,F. Ayité,Floyd Ayité,"LM, CAM, ST",69,Valenciennes FC,French Ligue 2,2,Togo,82,66,65,71,35,65
188397,2066,Rodelin,R. Rodelin,Sylvio Ronny Rodelin,"LW, CAM",69,Servette FC,Swiss Super League,1,France,54,70,69,70,41,73
188538,2072,Sasso,V. Sasso,Vincent Julien Sasso,CB,69,Servette FC,Swiss Super League,1,France,33,27,52,51,69,75
188607,2075,Salinas,R. Salinas,Rodrigo Salinas Dorantes,"RB, LB",69,Deportivo Toluca,Mexican Liga MX,1,Mexico,70,65,70,68,63,72
188768,2080,Serey Dié,Serey Dié,Sereso Geoffroy Gonzaroua Dié,"CDM, CM",69,FC Sion,Swiss Super League,1,Côte d'Ivoire,54,55,62,65,68,73
188916,2089,Eyjólfsson,H. Eyjólfsson,Hólmar Örn Eyjólfsson,CB,69,Rosenborg BK,Norwegian Eliteserien,1,Iceland,74,44,56,55,69,73
189003,2101,Belaud,G. Belaud,Gaëtan Belaud,RB,69,Paris FC,French Ligue 2,2,France,62,50,64,68,68,73
189207,2125,Durmaz,J. Durmaz,Jakup Jimmy Durmaz,"CAM, LM, CM",69,Fatih Karagümrük S.K.,Turkish Süper Lig,1,Sweden,58,67,71,73,32,59
189234,2132,Risse,M. Risse,Marcel Risse,"RM, RB",69,Viktoria Köln,German 3. Bundesliga,3,Germany,63,70,71,69,65,63
189263,2137,Torun,T. Torun,Tunay Torun,"RM, CAM",69,Fatih Karagümrük S.K.,Turkish Süper Lig,1,Turkey,72,64,68,71,27,59
189514,2175,Afful,H. Afful,Harrison Afful,RB,69,Columbus Crew,USA Major League Soccer,1,Ghana,74,58,66,69,65,70
189530,2176,Sílvio,Sílvio,Sílvio Manuel de Azevedo Ferreira Sá Pereira,"LB, RB",69,Vitória de Guimarães,Portuguese Liga ZON SAGRES,1,Portugal,66,56,63,67,69,66
189619,2188,Smith,K. Smith,Korey Smith,"CM, CDM",69,Swansea City,English League Championship,2,England,66,55,67,69,68,73
189701,2195,Lombán,Lombán,David Rodríguez Lombán,CB,69,Málaga CF,Spanish Segunda División,2,Spain,50,56,63,53,70,70
189824,2201,Renato Chaves,Renato Chaves,Renato de Araújo Chaves Júnior,CB,69,Al Batin,Saudi Abdul L. Jameel League,1,Brazil,49,47,54,49,69,76
190311,2244,Taylor,L. Taylor,Lyle James Alfred Taylor,ST,69,Nottingham Forest,English League Championship,2,Montserrat,76,68,56,69,38,69
190491,2257,Gabrielsen,R. Gabrielsen,Lunan Ruben Gabrielsen,CB,69,F.C. København,Danish Superliga,1,Norway,68,48,46,52,68,84
190557,2269,Zusi,G. Zusi,Graham Zusi,RB,69,Sporting Kansas City,USA Major League Soccer,1,United States,57,68,74,68,65,73
190592,2277,Sollbauer,M. Sollbauer,Michael Sollbauer,CB,69,SG Dynamo Dresden,German 2. Bundesliga,2,Austria,40,28,45,49,69,78
190772,2303,Besler,M. Besler,Matt Besler,CB,69,Austin FC,USA Major League Soccer,1,United States,57,42,62,60,69,74
190979,2322,Hussain,E. Hussain,Etzaz Muzafar Hussain,CDM,69,Molde FK,Norwegian Eliteserien,1,Norway,59,63,66,70,62,66
191252,2346,Gaus,M. Gaus,Marcel Gaus,"LB, LM, CDM",69,FC Ingolstadt 04,German 2. Bundesliga,2,Germany,78,60,66,65,60,79
191655,2370,Kim Seung Gyu,Kim Seung Gyu,김승규 金承奎,GK,69,Kashiwa Reysol,Japanese J. League Division 1,1,Korea Republic,,,,,,
192071,2395,D'Alessandro,M. D'Alessandro,Marco D'Alessandro,"LM, RM, RW",69,AC Monza,Italian Serie B,2,Italy,87,62,61,73,37,47
192320,2417,Gardner,G. Gardner,Gary Gardner,CM,69,Birmingham City,English League Championship,2,England,54,68,69,65,67,74
192660,2457,Polter,S. Polter,Sebastian Polter,ST,69,VfL Bochum 1848,German 1. Bundesliga,1,Germany,70,68,53,61,28,85
192715,2464,Juanpe,Juanpe,Juan Pedro Ramírez López,CB,69,Girona FC,Spanish Segunda División,2,Spain,51,35,54,47,66,78
193092,2499,Rojas,M. Rojas,Marco Rojas,"LM, CAM, RM",69,Melbourne Victory,Australian Hyundai A-League,1,New Zealand,89,64,63,72,45,47
193425,2551,Behrens,H. Behrens,Hanno Behrens,"CM, CAM",69,F.C. Hansa Rostock,German 2. Bundesliga,2,Germany,58,68,63,64,70,79
193429,2554,Douglas,Douglas,Douglas Pereira dos Santos,"RB, RM",69,Beşiktaş JK,Turkish Süper Lig,1,Brazil,70,64,70,74,66,58
193561,2566,Leerdam,K. Leerdam,Kelvin Walther Gianini Leerdam,"RB, LB",69,Inter Miami CF,USA Major League Soccer,1,Suriname,70,57,64,68,65,75
193569,2568,Lees,T. Lees,Tom Lees,CB,69,Huddersfield Town,English League Championship,2,England,54,36,54,61,70,73
193602,2571,Coronel,M. Coronel,Maximiliano Ángel Coronel,CB,69,Gimnasia y Esgrima La Plata,Argentina Primera División,1,Argentina,50,44,50,49,69,71
193728,2583,Wotherspoon,D. Wotherspoon,David Wotherspoon,"LW, CM",69,St. Johnstone FC,Scottish Premiership,1,Canada,67,63,69,73,57,69
193900,2599,Hunt,J. Hunt,Jack Paul Hunt,"RB, RWB",69,Sheffield Wednesday,English League One,3,England,76,52,62,67,65,69
193945,2606,Uysal,N. Uysal,Necip Uysal,"CDM, CB, RB",69,Beşiktaş JK,Turkish Süper Lig,1,Turkey,65,56,62,65,69,75
194015,2611,Börner,J. Börner,Julian Börner,CB,69,Hannover 96,German 2. Bundesliga,2,Germany,51,58,55,57,68,78
194082,2619,Flavio Paixão,Flavio Paixão,Flavio Emmanuel Lopes Paixão,ST,69,Lechia Gdańsk,Polish T-Mobile Ekstraklasa,1,Portugal,68,68,65,70,34,69
194361,2638,Makino,T. Makino,槙野 智章,CB,69,Urawa Red Diamonds,Japanese J. League Division 1,1,Japan,63,51,60,64,69,76
194726,2649,Ahlmann,J. Ahlmann,Jakob Ahlmann Nielsen,"LWB, LM, LB",69,Aalborg BK,Danish Superliga,1,Denmark,70,48,62,67,64,69
194885,2663,Erbes,C. Erbes,Cristian Damián Erbes,"CDM, CM",69,Atlético Tucumán,Argentina Primera División,1,Argentina,67,54,60,62,72,65
194956,2673,Edgar Costa,Edgar Costa,José Edgar Andrade da Costa,"RW, CM",69,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,1,Portugal,68,69,67,72,46,70
195313,2693,Peybernès,M. Peybernès,Mathieu Peybernès,CB,69,Málaga CF,Spanish Segunda División,2,France,46,31,50,48,70,75
195838,2706,Crivellaro,Crivellaro,Rafael Schuler Crivellaro,CAM,69,Chennaiyin FC,Indian Super League,1,Brazil,59,67,69,68,45,69
196881,17587,Velázquez,J. Velázquez,José Manuel Velázquez Rodríguez,CB,69,FC Arouca,Portuguese Liga ZON SAGRES,1,Venezuela,63,30,54,59,68,69
197062,2739,Nuno Reis,Nuno Reis,Nuno Miguel Pereira Reis,"CB, CDM",69,Melbourne City FC,Australian Hyundai A-League,1,Portugal,64,48,56,61,68,78
197238,17589,Baldé,I. Baldé,Ibrahima Baldé,ST,69,GZT Giresunspor,Turkish Süper Lig,1,Senegal,57,72,59,58,26,75
197240,17590,Besara,N. Besara,Nahir Besara,"CF, ST",69,Örebro SK,Swedish Allsvenskan,1,Sweden,69,69,68,70,38,64
197376,2746,Fandrich,C. Fandrich,Clemens Fandrich,"CM, CDM, RM",69,FC Erzgebirge Aue,German 2. Bundesliga,2,Germany,72,56,67,73,53,52
197851,2761,Hayashi,A. Hayashi,林 昭大,GK,69,FC Tokyo,Japanese J. League Division 1,1,Japan,,,,,,
197860,17592,Ivo Pinto,Ivo Pinto,Ivo Daniel Ferreira Mendonça Pinto,RB,69,Fortuna Sittard,Holland Eredivisie,1,Portugal,79,47,63,67,65,70
197975,2772,Morsy,S. Morsy,Sam Morsy,"CDM, CM",69,Ipswich Town,English League One,3,Egypt,66,57,62,68,63,77
198046,2787,Dąbrowski,D. Dąbrowski,Damian Dąbrowski,CDM,69,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,1,Poland,69,56,65,65,66,78
198113,2792,Höger,M. Höger,Marco Höger,"CDM, CM",69,SV Waldhof Mannheim 07,German 3. Bundesliga,3,Germany,36,66,67,67,69,71
198150,2804,Guerrero,Guerrero,Miguel Ángel Guerrero Martín,ST,69,UD Ibiza,Spanish Segunda División,2,Spain,66,69,62,67,42,68
198261,2819,Ream,T. Ream,Timothy Michael Ream,CB,69,Fulham,English League Championship,2,United States,57,43,67,67,70,69
198437,2838,Bradshaw,T. Bradshaw,Tom Bradshaw,ST,69,Millwall,English League Championship,2,Wales,78,68,51,68,30,69
198489,2845,McClean,J. McClean,James Joseph McClean,"LM, LW, LWB",69,Wigan Athletic,English League One,3,Republic of Ireland,71,64,66,70,62,75
198538,2850,Paulsen,B. Paulsen,Bjørn Paulsen,CB,69,Hammarby IF,Swedish Allsvenskan,1,Denmark,56,58,57,57,67,81
198625,2862,Bain,S. Bain,Scott Bain,GK,69,Celtic,Scottish Premiership,1,Scotland,,,,,,
198632,17596,Zárate,J. Zárate,Jorge Alejandro Zárate Careaga,"LM, LB",69,Mazatlán Futbol Club,Mexican Liga MX,1,Mexico,86,60,62,71,51,53
198731,17597,Rashani,E. Rashani,Elbasan Rashani,"LW, RW, LM",69,Clermont Foot 63,French Ligue 1,1,Kosovo,83,63,61,71,39,66
198749,2881,Corona,J. Corona,Joe Benny Corona Crespín,"CDM, CM",69,Houston Dynamo,USA Major League Soccer,1,United States,68,59,65,69,68,70
198914,2897,Hochscheidt,J. Hochscheidt,Jan Hochscheidt,"LM, ST, CAM",69,FC Erzgebirge Aue,German 2. Bundesliga,2,Germany,72,68,69,70,57,72
199101,2917,Raúl Lizoain,Raúl Lizoain,Raúl Lizoáin Cruz,GK,69,CD Mirandés,Spanish Segunda División,2,Spain,,,,,,
199159,2923,Brattan,L. Brattan,Nathan Luke Brattan,"CDM, CM",69,Sydney FC,Australian Hyundai A-League,1,Australia,61,63,69,67,61,74
199266,2938,Ji Dong Won,Ji Dong Won,지동원 池东沅,"ST, LM",69,FC Seoul,Korean K League 1,1,Korea Republic,64,67,63,70,43,72
199283,17604,Lenjani,E. Lenjani,Ermir Limon Lenjani,"LB, LM",69,Grasshopper Club Zürich,Swiss Super League,1,Albania,76,64,69,69,60,68
199285,2942,Kukuruzović,S. Kukuruzović,Stjepan Kukuruzović,"CM, CDM",69,FC Lausanne-Sport,Swiss Super League,1,Croatia,51,66,73,62,56,71
199574,2986,Letellier,A. Letellier,Alexandre Letellier,GK,69,Paris Saint-Germain,French Ligue 1,1,France,,,,,,
199665,3000,Cools,J. Cools,Jens Cools,"CDM, CM",69,KAS Eupen,Belgian Jupiler Pro League,1,Belgium,52,56,64,60,70,73
199748,3016,Knudsen,J. Knudsen,Jonas Knudsen,"LB, CB",69,Malmö FF,Swedish Allsvenskan,1,Denmark,67,44,62,59,66,77
199761,3018,Kamiński,M. Kamiński,Marcin Kamiński,CB,69,FC Schalke 04,German 2. Bundesliga,2,Poland,65,56,62,58,69,70
200228,3070,Bruno,Bruno,Bruno González Cabrera,CB,69,CD Leganés,Spanish Segunda División,2,Spain,31,29,44,41,70,75
200424,3091,Rienstra,B. Rienstra,Ben Rienstra,"CM, CB, CDM",69,Fortuna Sittard,Holland Eredivisie,1,Netherlands,62,62,64,68,68,73
200425,3092,te Wierik,M. te Wierik,Mike Jarno Maria te Wierik,"CB, RB",69,FC Groningen,Holland Eredivisie,1,Netherlands,53,48,59,61,69,73
200433,3094,Hinterseer,L. Hinterseer,Lukas Hinterseer,ST,69,Hannover 96,German 2. Bundesliga,2,Austria,66,70,62,65,40,75
200473,3104,Skrzybski,S. Skrzybski,Steven Skrzybski,"ST, RM",69,Holstein Kiel,German 2. Bundesliga,2,Germany,79,70,65,72,33,62
201013,3175,Teodorczyk,L. Teodorczyk,Łukasz Teodorczyk,ST,69,Udinese Calcio,Italian Serie A,1,Poland,58,70,57,63,32,71
201243,3209,La Mantia,A. La Mantia,Andrea La Mantia,ST,69,Empoli,Italian Serie A,1,Italy,54,67,35,62,30,79
201438,3231,Van Der Bruggen,H. Van Der Bruggen,Hannes Van Der Bruggen,"CM, CDM",69,KSV Cercle Brugge,Belgian Jupiler Pro League,1,Belgium,47,62,69,67,68,67
201841,3248,Dussenne,N. Dussenne,Noë Dussenne,CB,69,Standard de Liège,Belgian Jupiler Pro League,1,Belgium,32,35,50,51,71,73
201890,3261,Negueba,Negueba,Guilherme Ferreira Pinto,"RM, CM, LM",69,Incheon United FC,Korean K League 1,1,Brazil,84,60,63,74,38,57
201895,3264,Fagundez,D. Fagundez,Diego Santiago Fagúndez Pepe,"CAM, CM, LM",69,Austin FC,USA Major League Soccer,1,Uruguay,73,65,68,75,39,61
201938,3272,Limbombe,A. Limbombe,Anthony Limbombe Ekango,"LM, RM, LW",69,FC Nantes,French Ligue 1,1,Belgium,82,66,66,72,49,55
201965,3280,Thern,S. Thern,Simon Thern,CM,69,IFK Göteborg,Swedish Allsvenskan,1,Sweden,76,65,67,71,58,69
201966,3281,Søderlund,A. Søderlund,Alexander Toft Søderlund,ST,69,FK Haugesund,Norwegian Eliteserien,1,Norway,57,70,56,64,39,80
201967,17627,Wikheim,G. Wikheim,Gustav Mendonca Wikheim,"LW, LM",69,Al Fateh,Saudi Abdul L. Jameel League,1,Norway,86,58,63,74,44,53
202056,17629,Ayoví,J. Ayoví,Jaime Javier Ayoví Corozo,ST,69,Estudiantes de La Plata,Argentina Primera División,1,Ecuador,60,70,58,67,41,72
202113,3310,Odubajo,M. Odubajo,Moses Odubajo,"RWB, RB, LWB",69,Queens Park Rangers,English League Championship,2,England,80,56,62,68,67,69
202157,3319,Behich,A. Behich,Aziz Eraltay Behich,"LB, LM",69,GZT Giresunspor,Turkish Süper Lig,1,Australia,77,62,64,71,65,68
202208,17631,Petratos,D. Petratos,Dimitri Petratos,CAM,69,Western Sydney Wanderers,Australian Hyundai A-League,1,Australia,79,69,67,72,47,74
202271,3335,Gogia,A. Gogia,Akaki Gogia,"RM, RW, LM",69,FC Zürich,Swiss Super League,1,Germany,69,67,65,75,28,58
202350,3347,Fabrício,Fabrício,Fabrício dos Santos Messias,"ST, LW",69,Portimonense SC,Portuguese Liga ZON SAGRES,1,Brazil,64,70,66,66,33,75
202535,3369,Röcher,T. Röcher,Thorsten Röcher,"RM, LM, ST",69,RZ Pellets Wolfsberger AC,Austrian Football Bundesliga,1,Austria,79,66,63,70,23,67
202693,3389,Crooks,M. Crooks,Matt Davidson Rider Crooks,"CM, CAM, ST",69,Middlesbrough,English League Championship,2,England,67,66,61,65,65,80
202771,3400,Newell,J. Newell,Joseph Peter Newell,CM,69,Hibernian,Scottish Premiership,1,England,66,60,71,70,61,70
202778,3401,Özbir,E. Özbir,Ertaç Özbir,GK,69,Yeni Malatyaspor,Turkish Süper Lig,1,Turkey,,,,,,
202799,3405,Graham,J. Graham,Jordan Graham,RM,69,Birmingham City,English League Championship,2,England,80,63,65,71,27,51
202827,660,Battocchio,C. Battocchio,Cristian Damián Battocchio,"CM, CDM, CAM",69,Club Universidad Nacional,Mexican Liga MX,1,Italy,69,68,70,72,57,58
202910,3430,Mitov Nilsson,D. Mitov Nilsson,David Mitov Nilsson,GK,69,IK Sirius,Swedish Allsvenskan,1,North Macedonia,,,,,,
202978,3438,Min Sang Gi,Min Sang Gi,민상기 闵尚基,CB,69,Suwon Samsung Bluewings,Korean K League 1,1,Korea Republic,77,38,50,51,68,77
203002,3441,Kim Kee Hee,Kim Kee Hee,김기희 金基熙,"CB, RB",69,Ulsan Hyundai FC,Korean K League 1,1,Korea Republic,64,43,59,49,68,77
203004,3442,Yang Han Been,Yang Han Been,양한빈 梁韩彬,GK,69,FC Seoul,Korean K League 1,1,Korea Republic,,,,,,
203026,3444,Filipović,P. Filipović,Petar Filipović,CB,69,LASK Linz,Austrian Football Bundesliga,1,Croatia,67,52,60,60,69,76
203137,3457,Jansson,R. Jansson,Robin Jansson,CB,69,Orlando City Soccer Club,USA Major League Soccer,1,Sweden,47,28,53,59,70,74
203139,3459,Stewart,A. Stewart,Anthony Kelvin Stewart,CB,69,Wycombe Wanderers,English League One,3,England,56,22,46,51,69,79
203224,3468,Good,C. Good,Curtis Edward Good,CB,69,Melbourne City FC,Australian Hyundai A-League,1,Australia,50,35,57,49,70,76
203398,3490,Williams,D. Williams,Derrick Williams,CB,69,LA Galaxy,USA Major League Soccer,1,Republic of Ireland,66,46,57,61,67,76
203423,3492,Thomas,L. Thomas,Lawrence Andrew Kingsley Thomas,GK,69,SønderjyskE,Danish Superliga,1,Australia,,,,,,
203544,3510,Löwe,C. Löwe,Chris Jörg Löwe,"LB, LWB, LM",69,SG Dynamo Dresden,German 2. Bundesliga,2,Germany,66,58,67,66,67,63
